State,County,disfood
Louisiana,St. Charles,3
Louisiana,St. Helena,1
Louisiana,St. James,4
Louisiana,St. John the Baptist,4
Louisiana,St. Landry,1
Louisiana,St. Martin,4
Louisiana,St. Mary,4
Louisiana,St. Tammany,0
Louisiana,Tangipahoa,4
Louisiana,Tensas,1
Louisiana,Terrebonne,4
Louisiana,Union,4
Louisiana,Vermilion,3
Louisiana,Vernon,3
Louisiana,Washington,1
Louisiana,Webster,4
Louisiana,West Baton Rouge,4
Louisiana,West Carroll,1
Louisiana,West Feliciana,4
Louisiana,Winn,4
Maine,Androscoggin,5
Maine,Aroostook,4
Maine,Cumberland,2
Maine,Franklin,5
Maine,Hancock,2
Maine,Kennebec,5
Maine,Knox,5
Maine,Lincoln,2
Maine,Oxford,5
Maine,Penobscot,5
Maine,Piscataquis,4
Maine,Sagadahoc,2
Maine,Somerset,3
Maine,Waldo,5
Maine,Washington,4
Maine,York,0
Maryland,Allegany,3
Maryland,Anne Arundel,0
Maryland,Baltimore,0
Maryland,Baltimore City,3
Maryland,Calvert,0
Maryland,Caroline,3
Maryland,Carroll,0
Maryland,Cecil,3
Maryland,Charles,3
Maryland,Dorchester,3
Maryland,Frederick,0
Maryland,Garrett,0
Maryland,Harford,0
Maryland,Howard,2
Maryland,Kent,0
Maryland,Montgomery,2
Maryland,Prince George's,0
Maryland,Queen Anne's,0
Maryland,Somerset,4
Maryland,St. Mary's,0
Maryland,Talbot,0
Maryland,Washington,3
Maryland,Wicomico,3
Maryland,Worcester,4
Massachusetts,Barnstable,2
Massachusetts,Berkshire,2
Massachusetts,Bristol,0
Massachusetts,Dukes,2
Massachusetts,Essex,2
Massachusetts,Franklin,2
Massachusetts,Hampden,0
Massachusetts,Hampshire,2
Massachusetts,Middlesex,2
Massachusetts,Nantucket,2
Massachusetts,Norfolk,2
Massachusetts,Plymouth,0
Massachusetts,Suffolk,2
Massachusetts,Worcester,0
Michigan,Alcona,3
Michigan,Alger,3
Michigan,Allegan,0
Michigan,Alpena,3
Michigan,Antrim,0
Michigan,Arenac,3
Michigan,Baraga,3
Michigan,Barry,3
Michigan,Bay,3
Michigan,Benzie,3
Michigan,Berrien,3
Michigan,Branch,3
Michigan,Calhoun,4
Michigan,Cass,0
Michigan,Charlevoix,0
Michigan,Cheboygan,3
Michigan,Chippewa,4
Michigan,Clare,3
Michigan,Clinton,0
Michigan,Crawford,3
Michigan,Delta,3
Michigan,Dickinson,3
Michigan,Eaton,3
Michigan,Emmet,0
Michigan,Genesee,4
Michigan,Gladwin,3
Michigan,Gogebic,5
Michigan,Grand Traverse,0
Michigan,Gratiot,3
Michigan,Hillsdale,3
Michigan,Houghton,5
Michigan,Huron,0
Michigan,Ingham,5
Michigan,Ionia,3
Michigan,Iosco,3
Michigan,Iron,3
Michigan,Isabella,5
Michigan,Jackson,3
Michigan,Kalamazoo,5
Michigan,Kalkaska,3
Michigan,Kent,0
Michigan,Keweenaw,3
Michigan,Lake,4
Michigan,Lapeer,0
Michigan,Leelanau,0
Michigan,Lenawee,3
Michigan,Livingston,0
Michigan,Luce,3
Michigan,Mackinac,4
Michigan,Macomb,3
Michigan,Manistee,3
Michigan,Marquette,5
Michigan,Mason,3
Michigan,Mecosta,5
Michigan,Menominee,3
Michigan,Midland,0
Michigan,Missaukee,3
Michigan,Monroe,3
Michigan,Montcalm,0
Michigan,Montmorency,3
Michigan,Muskegon,3
Michigan,Newaygo,3
Michigan,Oakland,0
Michigan,Oceana,3
Michigan,Ogemaw,3
Michigan,Ontonagon,4
Michigan,Osceola,3
Michigan,Oscoda,4
Michigan,Otsego,3
Michigan,Ottawa,0
Michigan,Presque Isle,3
Michigan,Roscommon,4
Michigan,Saginaw,4
Michigan,Sanilac,3
Michigan,Schoolcraft,0
Michigan,Shiawassee,3
Michigan,St. Clair,5
Michigan,St. Joseph,3
Michigan,Tuscola,3
Michigan,Van Buren,3
Michigan,Washtenaw,2
Michigan,Wayne,4
Michigan,Wexford,3
Minnesota,Aitkin,0
Minnesota,Anoka,0
Minnesota,Becker,0
Minnesota,Beltrami,0
Minnesota,Benton,0
Minnesota,Big Stone,0
Minnesota,Blue Earth,2
Minnesota,Brown,0
Minnesota,Carlton,0
Minnesota,Carver,2
Minnesota,Cass,0
Minnesota,Chippewa,0
Minnesota,Chisago,0
Minnesota,Clay,0
Minnesota,Clearwater,5
Minnesota,Cook,0
Minnesota,Cottonwood,0
Minnesota,Crow Wing,0
Minnesota,Dakota,2
Minnesota,Dodge,0
Minnesota,Douglas,0
Minnesota,Faribault,0
Minnesota,Fillmore,0
Minnesota,Freeborn,0
Minnesota,Goodhue,0
Minnesota,Grant,0
Minnesota,Hennepin,2
Minnesota,Houston,0
Minnesota,Hubbard,0
Minnesota,Isanti,0
Minnesota,Itasca,0
Minnesota,Jackson,0
Minnesota,Kanabec,2
Minnesota,Kandiyohi,0
Minnesota,Kittson,0
Minnesota,Koochiching,3
Minnesota,Lac qui Parle,0
Minnesota,Lake,0
Minnesota,Lake of the Woods,0
Minnesota,Le Sueur,0
Minnesota,Lincoln,0
Minnesota,Lyon,0
Minnesota,Mahnomen,0
Minnesota,Marshall,5
Minnesota,Martin,0
Minnesota,McLeod,0
Minnesota,Meeker,0
Minnesota,Mille Lacs,0
Minnesota,Morrison,0
Minnesota,Mower,0
Minnesota,Murray,0
Minnesota,Nicollet,0
Minnesota,Nobles,0
Minnesota,Norman,0
Minnesota,Olmsted,2
Minnesota,Otter Tail,0
Minnesota,Pennington,0
Minnesota,Pine,0
Minnesota,Pipestone,0
Minnesota,Polk,0
Minnesota,Pope,0
Minnesota,Ramsey,2
Minnesota,Red Lake,0
Minnesota,Redwood,0
Minnesota,Renville,0
Minnesota,Rice,2
Minnesota,Rock,2
Minnesota,Roseau,0
Minnesota,Scott,2
Minnesota,Sherburne,0
Minnesota,Sibley,0
Minnesota,St. Louis,0
Minnesota,Stearns,0
Minnesota,Steele,2
Minnesota,Stevens,0
Minnesota,Swift,0
Minnesota,Todd,0
Minnesota,Traverse,0
Minnesota,Wabasha,0
Minnesota,Wadena,0
Minnesota,Waseca,0
Minnesota,Washington,2
Minnesota,Watonwan,0
Minnesota,Wilkin,0
Minnesota,Winona,0
Minnesota,Wright,2
Minnesota,Yellow Medicine,0
Mississippi,Adams,1
Mississippi,Alcorn,4
Mississippi,Amite,4
Mississippi,Attala,1
Mississippi,Benton,4
Mississippi,Bolivar,1
Mississippi,Calhoun,4
Mississippi,Carroll,4
Mississippi,Chickasaw,1
Mississippi,Choctaw,4
Mississippi,Claiborne,1
Mississippi,Clarke,4
Mississippi,Clay,1
Mississippi,Coahoma,1
Mississippi,Copiah,1
Mississippi,Covington,4
Mississippi,DeSoto,3
Mississippi,Forrest,4
Mississippi,Franklin,1
Mississippi,George,3
Mississippi,Greene,4
Mississippi,Grenada,1
Mississippi,Hancock,4
Mississippi,Harrison,4
Mississippi,Hinds,1
Mississippi,Holmes,1
Mississippi,Humphreys,1
Mississippi,Issaquena,1
Mississippi,Itawamba,4
Mississippi,Jackson,4
Mississippi,Jasper,1
Mississippi,Jefferson,1
Mississippi,Jefferson Davis,1
Mississippi,Jones,4
Mississippi,Kemper,1
Mississippi,Lafayette,5
Mississippi,Lamar,3
Mississippi,Lauderdale,1
Mississippi,Lawrence,1
Mississippi,Leake,1
Mississippi,Lee,4
Mississippi,Leflore,1
Mississippi,Lincoln,4
Mississippi,Lowndes,1
Mississippi,Madison,3
Mississippi,Marion,1
Mississippi,Marshall,1
Mississippi,Monroe,4
Mississippi,Montgomery,1
Mississippi,Neshoba,4
Mississippi,Newton,4
Mississippi,Noxubee,1
Mississippi,Oktibbeha,5
Mississippi,Panola,1
Mississippi,Pearl River,4
Mississippi,Perry,4
Mississippi,Pike,1
Mississippi,Pontotoc,4
Mississippi,Prentiss,4
Mississippi,Quitman,1
Mississippi,Rankin,3
Mississippi,Scott,4
Mississippi,Sharkey,1
Mississippi,Simpson,4
Mississippi,Smith,4
Mississippi,Stone,3
Mississippi,Sunflower,1
Mississippi,Tallahatchie,4
Mississippi,Tate,4
Mississippi,Tippah,4
Mississippi,Tishomingo,3
Mississippi,Tunica,1
Mississippi,Union,4
Mississippi,Walthall,1
Mississippi,Warren,1
Mississippi,Washington,1
Mississippi,Wayne,4
Mississippi,Webster,4
Mississippi,Wilkinson,1
Mississippi,Winston,1
Mississippi,Yalobusha,1
Mississippi,Yazoo,1
Missouri,Adair,5
Missouri,Andrew,0
Missouri,Atchison,5
Missouri,Audrain,5
Missouri,Barry,5
Missouri,Barton,3
Missouri,Bates,3
Missouri,Benton,4
Missouri,Bollinger,4
Missouri,Boone,2
Missouri,Buchanan,4
Missouri,Butler,4
Missouri,Caldwell,3
Missouri,Callaway,3
Missouri,Camden,5
Missouri,Cape Girardeau,5
Missouri,Carroll,3
Missouri,Carter,4
Missouri,Cass,3
Missouri,Cedar,5
Missouri,Chariton,3
Missouri,Christian,0
Missouri,Clark,3
Missouri,Clay,0
Missouri,Clinton,3
Missouri,Cole,5
Missouri,Cooper,5
Missouri,Crawford,5
Missouri,Dade,3
Missouri,Dallas,3
Missouri,Daviess,3
Missouri,DeKalb,3
Missouri,Dent,3
Missouri,Douglas,4
Missouri,Dunklin,4
Missouri,Franklin,3
Missouri,Gasconade,3
Missouri,Gentry,3
Missouri,Greene,5
Missouri,Grundy,3
Missouri,Harrison,3
Missouri,Henry,3
Missouri,Hickory,4
Missouri,Holt,3
Missouri,Howard,3
Missouri,Howell,5
Missouri,Iron,5
Missouri,Jackson,5
Missouri,Jasper,3
Missouri,Jefferson,3
Missouri,Johnson,3
Missouri,Knox,3
Missouri,Laclede,5
Missouri,Lafayette,0
Missouri,Lawrence,3
Missouri,Lewis,3
Missouri,Lincoln,3
Missouri,Linn,3
Missouri,Livingston,5
Missouri,Macon,3
Missouri,Madison,3
Missouri,Maries,3
Missouri,Marion,5
Missouri,McDonald,3
Missouri,Mercer,3
Missouri,Miller,3
Missouri,Mississippi,4
Missouri,Moniteau,3
Missouri,Monroe,3
Missouri,Montgomery,3
Missouri,Morgan,5
Missouri,New Madrid,4
Missouri,Newton,3
Missouri,Nodaway,5
Missouri,Oregon,4
Missouri,Osage,0
Missouri,Ozark,5
Missouri,Pemiscot,4
Missouri,Perry,3
Missouri,Pettis,3
Missouri,Phelps,5
Missouri,Pike,3
Missouri,Platte,0
Missouri,Polk,3
Missouri,Pulaski,5
Missouri,Putnam,5
Missouri,Ralls,3
Missouri,Randolph,3
Missouri,Ray,3
Missouri,Reynolds,4
Missouri,Ripley,4
Missouri,Saline,3
Missouri,Schuyler,5
Missouri,Scotland,3
Missouri,Scott,5
Missouri,Shannon,4
Missouri,Shelby,3
Missouri,St. Charles,5
Missouri,St. Clair,3
Missouri,St. Francois,5
Missouri,St. Louis,5
Missouri,St. Louis City,3
Missouri,Ste. Genevieve,5
Missouri,Stoddard,3
Missouri,Stone,3
Missouri,Sullivan,5
Missouri,Taney,3
Missouri,Texas,3
Missouri,Vernon,3
Missouri,Warren,5
Missouri,Washington,3
Missouri,Wayne,5
Missouri,Webster,3
Missouri,Worth,5
Missouri,Wright,1
Montana,Beaverhead,2
Montana,Big Horn,4
Montana,Blaine,4
Montana,Broadwater,0
Montana,Carbon,2
Montana,Carter,2
Montana,Cascade,5
Montana,Chouteau,5
Montana,Custer,2
Montana,Daniels,2
Montana,Dawson,2
Montana,Deer Lodge,0
Montana,Fallon,2
Montana,Fergus,2
Montana,Flathead,2
Montana,Gallatin,2
Montana,Garfield,2
Montana,Glacier,4
Montana,Golden Valley,5
Montana,Granite,2
Montana,Hill,0
Montana,Jefferson,2
Montana,Judith Basin,2
Montana,Lake,5
Montana,Lewis and Clark,2
Montana,Liberty,2
Montana,Lincoln,5
Montana,Madison,2
Montana,McCone,2
Montana,Meagher,2
Montana,Mineral,5
Montana,Missoula,2
Montana,Musselshell,2
Montana,Park,2
Montana,Petroleum,2
Montana,Phillips,5
Montana,Pondera,5
Montana,Powder River,2
Montana,Powell,2
Montana,Prairie,0
Montana,Ravalli,2
Montana,Richland,0
Montana,Roosevelt,4
Montana,Rosebud,3
Montana,Sanders,5
Montana,Sheridan,0
Montana,Silver Bow,5
Montana,Stillwater,2
Montana,Sweet Grass,2
Montana,Teton,2
Montana,Toole,5
Montana,Treasure,2
Montana,Valley,0
Montana,Wheatland,2
Montana,Wibaux,0
Montana,Yellowstone,0
Nebraska,Adams,0
Nebraska,Antelope,3
Nebraska,Arthur,5
Nebraska,Banner,3
Nebraska,Blaine,5
Nebraska,Boone,0
Nebraska,Box Butte,3
Nebraska,Boyd,0
Nebraska,Brown,3
Nebraska,Buffalo,0
Nebraska,Burt,3
Nebraska,Butler,0
Nebraska,Cass,0
Nebraska,Cedar,0
Nebraska,Chase,0
Nebraska,Cherry,0
Nebraska,Cheyenne,0
Nebraska,Clay,3
Nebraska,Colfax,0
Nebraska,Cuming,0
Nebraska,Custer,0
Nebraska,Dakota,0
Nebraska,Dawes,5
Nebraska,Dawson,0
Nebraska,Deuel,0
Nebraska,Dixon,0
Nebraska,Dodge,0
Nebraska,Douglas,5
Nebraska,Dundy,0
Nebraska,Fillmore,0
Nebraska,Franklin,0
Nebraska,Frontier,0
Nebraska,Furnas,3
Nebraska,Gage,3
Nebraska,Garden,0
Nebraska,Garfield,0
Nebraska,Gosper,0
Nebraska,Grant,0
Nebraska,Greeley,0
Nebraska,Hall,0
Nebraska,Hamilton,0
Nebraska,Harlan,0
Nebraska,Hayes,0
Nebraska,Hitchcock,3
Nebraska,Holt,0
Nebraska,Hooker,3
Nebraska,Howard,0
Nebraska,Jefferson,0
Nebraska,Johnson,0
Nebraska,Kearney,0
Nebraska,Keith,0
Nebraska,Keya Paha,5
Nebraska,Kimball,3
Nebraska,Knox,0
Nebraska,Lancaster,2
Nebraska,Lincoln,0
Nebraska,Logan,0
Nebraska,Loup,3
Nebraska,Madison,0
Nebraska,McPherson,0
Nebraska,Merrick,3
Nebraska,Morrill,0
Nebraska,Nance,3
Nebraska,Nemaha,0
Nebraska,Nuckolls,0
Nebraska,Otoe,3
Nebraska,Pawnee,3
Nebraska,Perkins,0
Nebraska,Phelps,0
Nebraska,Pierce,3
Nebraska,Platte,0
Nebraska,Polk,3
Nebraska,Red Willow,0
Nebraska,Richardson,3
Nebraska,Rock,3
Nebraska,Saline,0
Nebraska,Sarpy,0
Nebraska,Saunders,0
Nebraska,Scotts Bluff,0
Nebraska,Seward,0
Nebraska,Sheridan,3
Nebraska,Sherman,0
Nebraska,Sioux,0
Nebraska,Stanton,0
Nebraska,Thayer,3
Nebraska,Thomas,3
Nebraska,Thurston,1
Nebraska,Valley,3
Nebraska,Washington,0
Nebraska,Wayne,0
Nebraska,Webster,3
Nebraska,Wheeler,0
Nebraska,York,0
Nevada,Carson City,2
Nevada,Churchill,0
Nevada,Clark,2
Nevada,Douglas,2
Nevada,Elko,0
Nevada,Esmeralda,5
Nevada,Eureka,0
Nevada,Humboldt,0
Nevada,Lander,5
Nevada,Lincoln,5
Nevada,Lyon,5
Nevada,Mineral,3
Nevada,Nye,3
Nevada,Pershing,0
Nevada,Storey,2
Nevada,Washoe,2
Nevada,White Pine,2
New Hampshire,Belknap,0
New Hampshire,Carroll,2
New Hampshire,Cheshire,0
New Hampshire,Coos,3
New Hampshire,Grafton,2
New Hampshire,Hillsborough,0
New Hampshire,Merrimack,0
New Hampshire,Rockingham,0
New Hampshire,Strafford,0
New Hampshire,Sullivan,0
New Jersey,Atlantic,5
New Jersey,Bergen,2
New Jersey,Burlington,0
New Jersey,Camden,0
New Jersey,Cape May,5
New Jersey,Cumberland,3
New Jersey,Essex,5
New Jersey,Gloucester,0
New Jersey,Hudson,2
New Jersey,Hunterdon,2
New Jersey,Mercer,2
New Jersey,Middlesex,2
New Jersey,Monmouth,2
New Jersey,Morris,2
New Jersey,Ocean,0
New Jersey,Passaic,2
New Jersey,Salem,3
New Jersey,Somerset,2
New Jersey,Sussex,2
New Jersey,Union,2
New Jersey,Warren,0
New Mexico,Bernalillo,2
New Mexico,Catron,5
New Mexico,Chaves,5
New Mexico,Cibola,4
New Mexico,Colfax,5
New Mexico,Curry,5
New Mexico,De Baca,2
New Mexico,Eddy,0
New Mexico,Grant,2
New Mexico,Guadalupe,2
New Mexico,Harding,5
New Mexico,Hidalgo,5
New Mexico,Lea,0
New Mexico,Lincoln,2
New Mexico,Los Alamos,2
New Mexico,Luna,5
New Mexico,McKinley,1
New Mexico,Mora,2
New Mexico,Otero,5
New Mexico,Quay,5
New Mexico,Rio Arriba,2
New Mexico,Roosevelt,5
New Mexico,San Juan,5
New Mexico,San Miguel,5
New Mexico,Sandoval,2
New Mexico,Santa Fe,2
New Mexico,Sierra,5
New Mexico,Socorro,5
New Mexico,Taos,2
New Mexico,Torrance,5
New Mexico,Union,2
New Mexico,Valencia,0
New York,Albany,2
New York,Allegany,0
New York,Bronx,5
New York,Broome,5
New York,Cattaraugus,5
New York,Cayuga,2
New York,Chautauqua,0
New York,Chemung,3
New York,Chenango,0
New York,Clinton,0
New York,Columbia,2
New York,Cortland,0
New York,Delaware,0
New York,Dutchess,0
New York,Erie,5
New York,Essex,0
New York,Franklin,5
New York,Fulton,5
New York,Genesee,3
New York,Greene,0
New York,Hamilton,0
New York,Herkimer,3
New York,Jefferson,5
New York,Kings,5
New York,Lewis,0
New York,Livingston,0
New York,Madison,0
New York,Monroe,0
New York,Montgomery,0
New York,Nassau,2
New York,New York,2
New York,Niagara,0
New York,Oneida,0
New York,Onondaga,5
New York,Ontario,0
New York,Orange,2
New York,Orleans,0
New York,Oswego,3
New York,Otsego,0
New York,Putnam,0
New York,Queens,2
New York,Rensselaer,0
New York,Richmond,0
New York,Rockland,0
New York,Saratoga,2
New York,Schenectady,0
New York,Schoharie,0
New York,Schuyler,0
New York,Seneca,0
New York,St. Lawrence,0
New York,Steuben,3
New York,Suffolk,2
New York,Sullivan,0
New York,Tioga,0
New York,Tompkins,2
New York,Ulster,0
New York,Warren,0
New York,Washington,0
New York,Wayne,0
New York,Westchester,2
New York,Wyoming,0
New York,Yates,0
North Carolina,Alamance,4
North Carolina,Alexander,5
North Carolina,Alleghany,5
North Carolina,Anson,4
North Carolina,Ashe,2
North Carolina,Avery,5
North Carolina,Beaufort,4
North Carolina,Bertie,1
North Carolina,Bladen,1
North Carolina,Brunswick,3
North Carolina,Buncombe,2
North Carolina,Burke,3
North Carolina,Cabarrus,3
North Carolina,Caldwell,3
North Carolina,Camden,3
North Carolina,Carteret,3
North Carolina,Caswell,4
North Carolina,Catawba,5
North Carolina,Chatham,0
North Carolina,Cherokee,3
North Carolina,Chowan,4
North Carolina,Clay,5
North Carolina,Cleveland,4
North Carolina,Columbus,4
North Carolina,Craven,4
North Carolina,Cumberland,4
North Carolina,Currituck,3
North Carolina,Dare,0
North Carolina,Davidson,3
North Carolina,Davie,3
North Carolina,Duplin,4
North Carolina,Durham,5
North Carolina,Edgecombe,1
North Carolina,Forsyth,5
North Carolina,Franklin,3
North Carolina,Gaston,5
North Carolina,Gates,4
North Carolina,Graham,5
North Carolina,Granville,3
North Carolina,Greene,4
North Carolina,Guilford,5
North Carolina,Halifax,1
North Carolina,Harnett,3
North Carolina,Haywood,5
North Carolina,Henderson,2
North Carolina,Hertford,1
North Carolina,Hoke,4
North Carolina,Hyde,4
North Carolina,Iredell,5
North Carolina,Jackson,4
North Carolina,Johnston,3
North Carolina,Jones,4
North Carolina,Lee,5
North Carolina,Lenoir,4
North Carolina,Lincoln,0
North Carolina,Macon,5
North Carolina,Madison,3
North Carolina,Martin,4
North Carolina,McDowell,4
North Carolina,Mecklenburg,5
North Carolina,Mitchell,3
North Carolina,Montgomery,4
North Carolina,Moore,5
North Carolina,Nash,4
North Carolina,New Hanover,5
North Carolina,Northampton,1
North Carolina,Onslow,5
North Carolina,Orange,2
North Carolina,Pamlico,3
North Carolina,Pasquotank,4
North Carolina,Pender,5
North Carolina,Perquimans,4
North Carolina,Person,4
North Carolina,Pitt,4
North Carolina,Polk,2
North Carolina,Randolph,5
North Carolina,Richmond,4
North Carolina,Robeson,1
North Carolina,Rockingham,4
North Carolina,Rowan,4
North Carolina,Rutherford,4
North Carolina,Sampson,4
North Carolina,Scotland,1
North Carolina,Stanly,5
North Carolina,Stokes,5
North Carolina,Surry,3
North Carolina,Swain,4
North Carolina,Transylvania,2
North Carolina,Tyrrell,4
North Carolina,Union,0
North Carolina,Vance,1
North Carolina,Wake,2
North Carolina,Warren,1
North Carolina,Washington,4
North Carolina,Watauga,5
North Carolina,Wayne,4
North Carolina,Wilkes,3
North Carolina,Wilson,4
North Carolina,Yadkin,0
North Carolina,Yancey,5
North Dakota,Adams,0
North Dakota,Barnes,0
North Dakota,Benson,3
North Dakota,Billings,0
North Dakota,Bottineau,0
North Dakota,Bowman,0
North Dakota,Burke,0
North Dakota,Burleigh,0
North Dakota,Cass,0
North Dakota,Cavalier,0
North Dakota,Dickey,0
North Dakota,Divide,0
North Dakota,Dunn,0
North Dakota,Eddy,0
North Dakota,Emmons,0
North Dakota,Foster,0
North Dakota,Golden Valley,0
North Dakota,Grand Forks,0
North Dakota,Grant,3
North Dakota,Griggs,0
North Dakota,Hettinger,0
North Dakota,Kidder,0
North Dakota,LaMoure,0
North Dakota,Logan,0
North Dakota,McHenry,0
North Dakota,McIntosh,0
North Dakota,McKenzie,0
North Dakota,McLean,0
North Dakota,Mercer,0
North Dakota,Morton,0
North Dakota,Mountrail,0
North Dakota,Nelson,0
North Dakota,Oliver,0
North Dakota,Pembina,0
North Dakota,Pierce,0
North Dakota,Ramsey,0
North Dakota,Ransom,0
North Dakota,Renville,0
North Dakota,Richland,0
North Dakota,Rolette,4
North Dakota,Sargent,0
North Dakota,Sheridan,0
North Dakota,Sioux,4
North Dakota,Slope,0
North Dakota,Stark,0
North Dakota,Steele,0
North Dakota,Stutsman,0
North Dakota,Towner,0
North Dakota,Traill,0
North Dakota,Walsh,0
North Dakota,Ward,0
North Dakota,Wells,0
North Dakota,Williams,0
Ohio,Adams,5
Ohio,Allen,4
Ohio,Ashland,3
Ohio,Ashtabula,3
Ohio,Athens,5
Ohio,Auglaize,3
Ohio,Belmont,3
Ohio,Brown,4
Ohio,Butler,5
Ohio,Carroll,3
Ohio,Champaign,3
Ohio,Clark,4
Ohio,Clermont,0
Ohio,Clinton,5
Ohio,Columbiana,3
Ohio,Coshocton,3
Ohio,Crawford,4
Ohio,Cuyahoga,5
Ohio,Darke,3
Ohio,Defiance,0
Ohio,Delaware,0
Ohio,Erie,5
Ohio,Fairfield,3
Ohio,Fayette,3
Ohio,Franklin,5
Ohio,Fulton,3
Ohio,Gallia,3
Ohio,Geauga,0
Ohio,Greene,5
Ohio,Guernsey,3
Ohio,Hamilton,5
Ohio,Hancock,0
Ohio,Hardin,3
Ohio,Harrison,3
Ohio,Henry,3
Ohio,Highland,3
Ohio,Hocking,3
Ohio,Holmes,0
Ohio,Huron,3
Ohio,Jackson,4
Ohio,Jefferson,4
Ohio,Knox,3
Ohio,Lake,0
Ohio,Lawrence,4
Ohio,Licking,3
Ohio,Logan,3
Ohio,Lorain,3
Ohio,Lucas,5
Ohio,Madison,3
Ohio,Mahoning,5
Ohio,Marion,3
Ohio,Medina,0
Ohio,Meigs,4
Ohio,Mercer,0
Ohio,Miami,3
Ohio,Monroe,3
Ohio,Montgomery,4
Ohio,Morgan,4
Ohio,Morrow,3
Ohio,Muskingum,5
Ohio,Noble,3
Ohio,Ottawa,3
Ohio,Paulding,0
Ohio,Perry,3
Ohio,Pickaway,3
Ohio,Pike,4
Ohio,Portage,5
Ohio,Preble,3
Ohio,Putnam,0
Ohio,Richland,5
Ohio,Ross,3
Ohio,Sandusky,3
Ohio,Scioto,4
Ohio,Seneca,5
Ohio,Shelby,3
Ohio,Stark,3
Ohio,Summit,5
Ohio,Trumbull,3
Ohio,Tuscarawas,0
Ohio,Union,3
Ohio,Van Wert,3
Ohio,Vinton,5
Ohio,Warren,0
Ohio,Washington,3
Ohio,Wayne,0
Ohio,Williams,3
Ohio,Wood,3
Ohio,Wyandot,3
Oklahoma,Adair,4
Oklahoma,Alfalfa,3
Oklahoma,Atoka,4
Oklahoma,Beaver,0
Oklahoma,Beckham,3
Oklahoma,Blaine,3
Oklahoma,Bryan,4
Oklahoma,Caddo,3
Oklahoma,Canadian,3
Oklahoma,Carter,4
Oklahoma,Cherokee,4
Oklahoma,Choctaw,1
Oklahoma,Cimarron,3
Oklahoma,Cleveland,5
Oklahoma,Coal,4
Oklahoma,Comanche,4
Oklahoma,Cotton,3
Oklahoma,Craig,4
Oklahoma,Creek,4
Oklahoma,Custer,5
Oklahoma,Delaware,4
Oklahoma,Dewey,3
Oklahoma,Ellis,3
Oklahoma,Garfield,3
Oklahoma,Garvin,3
Oklahoma,Grady,3
Oklahoma,Grant,3
Oklahoma,Greer,3
Oklahoma,Harmon,3
Oklahoma,Harper,3
Oklahoma,Haskell,4
Oklahoma,Hughes,4
Oklahoma,Jackson,3
Oklahoma,Jefferson,4
Oklahoma,Johnston,4
Oklahoma,Kay,4
Oklahoma,Kingfisher,3
Oklahoma,Kiowa,4
Oklahoma,Latimer,4
Oklahoma,Le Flore,4
Oklahoma,Lincoln,3
Oklahoma,Logan,3
Oklahoma,Love,3
Oklahoma,Major,3
Oklahoma,Marshall,4
Oklahoma,Mayes,4
Oklahoma,McClain,3
Oklahoma,McCurtain,3
Oklahoma,McIntosh,4
Oklahoma,Murray,3
Oklahoma,Muskogee,4
Oklahoma,Noble,3
Oklahoma,Nowata,4
Oklahoma,Okfuskee,4
Oklahoma,Oklahoma,5
Oklahoma,Okmulgee,4
Oklahoma,Osage,4
Oklahoma,Ottawa,4
Oklahoma,Pawnee,4
Oklahoma,Payne,5
Oklahoma,Pittsburg,4
Oklahoma,Pontotoc,4
Oklahoma,Pottawatomie,4
Oklahoma,Pushmataha,4
Oklahoma,Roger Mills,3
Oklahoma,Rogers,3
Oklahoma,Seminole,4
Oklahoma,Sequoyah,4
Oklahoma,Stephens,5
Oklahoma,Texas,0
Oklahoma,Tillman,3
Oklahoma,Tulsa,5
Oklahoma,Wagoner,3
Oklahoma,Washington,3
Oklahoma,Washita,3
Oklahoma,Woods,3
Oklahoma,Woodward,3
Oregon,Baker,5
Oregon,Benton,2
Oregon,Clackamas,2
Oregon,Clatsop,5
Oregon,Columbia,5
Oregon,Coos,5
Oregon,Crook,5
Oregon,Curry,5
Oregon,Deschutes,2
Oregon,Douglas,4
Oregon,Gilliam,5
Oregon,Grant,5
Oregon,Harney,5
Oregon,Hood River,2
Oregon,Jackson,2
Oregon,Jefferson,0
Oregon,Josephine,5
Oregon,Klamath,5
Oregon,Lake,5
Oregon,Lane,5
Oregon,Lincoln,5
Oregon,Linn,5
Oregon,Malheur,0
Oregon,Marion,0
Oregon,Morrow,0
Oregon,Multnomah,2
Oregon,Polk,0
Oregon,Sherman,5
Oregon,Tillamook,5
Oregon,Umatilla,3
Oregon,Union,5
Oregon,Wallowa,5
Oregon,Wasco,3
Oregon,Washington,2
Oregon,Wheeler,5
Oregon,Yamhill,0
Pennsylvania,Adams,0
Pennsylvania,Allegheny,5
Pennsylvania,Armstrong,3
Pennsylvania,Beaver,3
Pennsylvania,Bedford,3
Pennsylvania,Berks,0
Pennsylvania,Blair,3
Pennsylvania,Bradford,3
Pennsylvania,Bucks,0
Pennsylvania,Butler,0
Pennsylvania,Cambria,3
Pennsylvania,Cameron,3
Pennsylvania,Carbon,3
Pennsylvania,Centre,2
Pennsylvania,Chester,2
Pennsylvania,Clarion,3
Pennsylvania,Clearfield,0
Pennsylvania,Clinton,0
Pennsylvania,Columbia,3
Pennsylvania,Crawford,3
Pennsylvania,Cumberland,0
